cluster	count
जां	1
ज्‍‍	1
झं	1
झों	1
ट्‌	1
ढी	1
ढू	1
तूँ	1
दं	1
दें	1
धे	1
नः	1
निं	1
पेँ	1
भौ	1
यः	1
य्‍	1
रैं	1
ष्	1
सुँ	1
सुं	1
सों	1
