cluster	count
ᨵ᩺	62
ᨾᩮᩥ᩠	62
ᨠᩖᩢ	61
ᨩ	61
ᨩᩮᩥᩬ᩵	61
ᨴᩦ	61
ᩅ᩵ᩣ	60
ᨲᩱ᩶	59
ᨠᩯ᩶	58
ᨱ᩠	57
ᨹᩯ᩠	57
ᨻᩮᩥ᩠	57
ᨽᩣ᩠	57
ᩁᩮᩢ᩠	57
ᩈᩡ	57
ᨪᩮᩢᩣ	56
ᨴᩮᩥ᩠	56
ᨿᩯ᩠	56
ᨡ᩶ᩣ᩠	55
ᨸᩮ᩠᩵	55
ᨻᩮ᩠	55
ᨾ᩶	55
ᩃ᩶ᩣᩴ	55
ᩔ	55
ᨠᩯ᩠᩵	54
ᨠ᩺	54
ᨡᩯ᩠	54
ᨦ᩵ᩣ᩠	54
ᨶᩣ᩵	54
ᩃ᩠	54
ᩃᩮᩥᩢ᩠	54
ᩈᩯ᩠	54
ᨷᩮ᩠	53
ᨷᩯ᩠᩵	53
ᨸᩖᩣ	53
ᩁᩰ	53
ᩃᩮ᩠	53
ᩅᩣ	53
ᩈᩕ	53
ᩈ᩠᩶	53
ᩈᩪ᩶	53
ᨵᩢ᩠	52
ᨷᩮ	52
ᩉᩱ᩶	51
ᨳᩮᩢ᩶ᩣ	50
ᨶ᩠᩵	50
ᨹᩮᩢᩣ	50
ᨻᩨ᩠᩶	50
ᨿ᩵ᩬ	50
ᩋᩯ᩠᩵	50
ᩋᩰᩫ᩠	50
ᨯᩫ᩠	49
ᨼᩮ᩠	49
ᩉᩪ᩠	49
ᨠᩰᩬᩡ	48
ᨣᩕᩢ᩠	48
ᨻᩣ᩠	48
ᩀᩩ	48
ᨯᩮ᩠	47
ᨶᩮ	47
ᨿᩱ	47
ᩃ᩠᩵	47
ᨦᩮᩥ᩠	46
ᨯᩥ᩺	46
ᨳ᩠᩶	46
ᨶᩮᩥ᩶ᩬ	46
ᩆᩢ	46
ᨠᩕᩦ᩠	45
ᨪ᩠᩵	45
ᨺᩮᩢ᩶ᩣ	45
ᩋ᩵ᩣ᩠	45
ᨲᩢ	44
ᨸᩬ	44
ᨺᩢ᩠᩵	44
ᨿᩣᩴ	44
ᨠᩬ᩶	43
ᨠᩱ᩠	43
ᨪᩬ	43
ᨮᩛᩣ᩠	43
ᨯᩮᩥᩬ	43
ᨱᩣ	43
ᨾᩯ᩠᩵	43
ᩅᩮᩥ᩠	43
ᨿᩨ᩠	42
ᩃᩫ᩠᩵	42
ᨠᩩ	41
ᨡ᩠᩶	41
ᨸᩯᩖ	41
ᨾᩥ᩠	41
ᨿᩧ᩠	41
ᨠᩥ	40
ᨦᩢ	40
ᨯᩰ	40
ᨲᩫ᩠᩶	40
ᨳᩬ	40
ᨵᩮ	40
ᨸᩖᩣ᩠	40
ᨠᩮᩕ᩠	39
ᨡᩫ᩠	39
ᨩᩮᩢ᩶ᩣ	39
ᨩᩱ᩠	39
ᨪᩣ᩠	39
ᨪᩨ᩶	39
ᩁᩦ	39
ᩅᩢ	39
ᩉᩪ	39
ᩉ᩶ᩬ	39
ᩋᩦ	39
ᨣᩰᩫ᩠	38
ᨩᩮᩥᩬ	38
ᨪ᩶ᩣᩴ	38
ᨭᩫ	38
ᩅᩮ᩠	38
ᩉ᩵ᩬ᩠	38
ᨧ᩠	37
ᨪᩱ	37
ᨲᩦ	37
ᨲ᩶ᩣ᩠	37
ᨳᩢ᩠	37
ᨴᩕᩢ	37
ᩇᩦ	37
ᩉ᩠᩶	37
ᨦ᩵ᩬ᩠	36
ᨪᩥ	36
ᨯᩬ	36
ᨹᩮᩥ᩵ᩬ	36
ᨼ᩶ᩬ	36
ᩆᩮ	36
ᨧᩪ	35
ᨧ᩶ᩣ᩠	35
ᨳ᩵ᩬ	35
ᨾ᩶ᩣ	35
ᨾ᩶ᩣ᩠	35
ᩔ᩠	35
᪑	35
ᨣᩯ	34
ᨸ᩵ᩬ᩠	34
ᩆᩥ	34
ᩉᩮᩖᩢ	34
ᨣᩰ	33
ᨩᩥ᩠	33
ᨴᩯ᩠᩵	33
ᨶᩧ᩠	33
ᨾᩛ	33
ᨾ᩠᩵	33
ᨿ᩶	33
ᩅᩩ᩵	33
ᩈ᩺	33
ᨩᩰᩫ᩠᩵	32
ᨻᩨ᩠	32
ᨠᩮᩥᩬ	31
ᨣᩫ᩠	31
ᨪᩮ	31
ᨯᩮᩥ᩵ᩬ	31
ᨷᩴᩬ	31
ᨹᩮᩢ᩵ᩣ	31
ᨤᩰᩫ᩠	30
ᨩᩮ᩠	30
ᨯᩮ	30
ᨸᩥ᩠	30
ᨭᩥ	29
ᨱᩦ	29
ᨳᩫ᩠	29
ᨵᩮ᩠	29
ᨸ᩠	29
ᩈᩰᩫ᩠	29
ᨲ᩵ᩣᩴ	28
ᨧᩯ᩠	27
ᨸᩖᩬ᩠᩵	27
ᨸ᩶ᩬ	27
ᨾᩢ	27
ᨾᩮᩢᩣ	27
ᩁᩮᩥ᩠	27
ᩈᩖ᩻ᩡ	27
ᩈᩱ	27
ᩉᩱᩖ	27
ᨠᩕᩮ᩠	26
ᨠᩥ᩠᩵	26
ᨡᩬ᩠	26
ᨣᩮᩕᩥᩬ᩵	26
ᨦᩫ᩠	26
ᨳᩱ᩵	26
ᨸᩢ᩠᩶	26
ᨻᩮᩥᩬ	26
ᨼᩢ᩠᩵	26
ᨾᩨ᩵	26
ᩁ᩵ᩣᩴ	26
ᩃᩯ᩠	26
ᩈᩧ᩠	26
ᩋᩯ	26
ᨠᩕᩣ᩠	25
ᨠᩫ᩠᩶	25
ᨡᩦ᩵	25
ᨦᩬ	25
ᨩᩢ᩠᩶	25
ᨸᩮᩢ᩵ᩣ	25
ᨻᩛ	25
ᨻᩮᩖ	25
ᨻᩯ᩠	25
ᨾᩢ᩠᩵	25
ᩃᩨ᩠	25
ᩅᩤ	25
ᩅᩦ	25
ᩈᩮᩢ᩶ᩣ	25
ᨡᩯᩢ᩠	24
ᨤ	24
ᨪ᩵ᩬ	24
ᨲᩡ	24
ᨶᩯ	24
ᨷ᩠	24
ᨷᩱ	24
ᨸᩩ	24
ᨼᩣ᩠	24
ᨽᩪ	24
ᨾᩩ	24
ᩃᩫ᩠᩶	24
ᩆᩣ᩠	24
ᩉᩯ᩠᩶	24
ᨡᩩ	23
ᨤᩖᩨ᩵	23
ᨥ	23
ᨧᩬ	23
ᨴ᩺	23
ᩅᩯ᩠	23
ᩌᩦ	23
ᨠᩖ᩵ᩣ᩠	22
ᨠᩦ᩵	22
ᨤᩦ	22
ᨩᩪ᩶	22
ᨩ᩶ᩣᩴ	22
ᨯᩨ᩠᩵	22
ᨯ᩵ᩣ	22
ᨴᩮᩢ	22
ᨴᩰᩡ	22
ᨶᩰᩬᩡ	22
ᨸ᩵ᩣ	22
ᨾ᩠᩶	22
ᩁᩡ	22
ᩁᩬ᩠	22
ᩅᩮ᩠᩶	22
ᩈᩰ	22
ᨡᩣ	21
ᨡᩮᩢ᩵ᩣ	21
ᨤᩢ᩠	21
ᨹ	21
ᨿᩨ᩠᩵	21
ᨿᩩ᩵	21
ᨿ᩵ᩣᩴ	21
ᩁᩴᩬ	21
ᩆᩥ᩠	21
ᩈᩮ᩠᩶	21
ᩈ᩵ᩖ᩻ᩣ	21
ᩉ᩵ᩣ᩠	21
ᨤᩬᩴ	20
ᨦᩪ	20
ᨩᩩ	20
ᨮᩣ	20
ᨲᩧ᩠	20
ᨲᩨ᩠᩵	20
ᨶᩕᩣ᩠	20
ᨷᩕᩪ	20
ᨺᩫ᩠	20
ᨻᩬᩴ᩵	20
ᨾᩥ᩵	20
ᨾᩨ᩶	20
ᨾᩴᩬ	20
ᨾᩴ᩶	20
ᩃᩥ᩠᩶	20
ᩉᩖᩬ	20
ᨡ᩠᩵	19
ᨦᩫ᩻	19
ᨩᩯ	19
ᨮᩦ	19
ᨳᩣ	19
ᨵᩰ	19
ᨸᩪ	19
ᨸᩮᩢ᩶ᩣ	19
ᨹᩨ᩠	19
ᩁᩮ	19
ᩃᩯ	19
ᩆᩮᩕ᩠	19
ᩉᩖᩧ᩵	19
ᩉᩩ᩠	19
ᩋᩥ᩠᩵	19
ᨠᩕᩥ᩠	18
ᨠᩢ᩠᩶	18
ᨠᩮᩥ᩠᩵	18
ᨣᩰᩕ	18
ᨤᩣ᩠	18
ᨦᩫ᩵	18
ᨴᩬ	18
ᨴᩰ᩠	18
ᨶ᩵ᩬ᩠	18
ᨻᩪ᩶	18
ᨾᩡ	18
ᨾᩯ᩠	18
ᩁᩫ᩠᩶	18
ᩆᩮ᩠	18
᪅	18
ᨣᩤ᩠	17
ᨣᩰᩫ᩠᩵	17
ᨧᩰᩫ᩠	17
ᨨ᩠	17
ᨩᩮ᩠᩵	17
ᨴ᩵ᩤ	17
ᨷᩦ	17
ᩁᩨ	17
ᩅᩡ	17
ᩈᩨ᩠	17
ᩈᩮᩕᩢ᩠	17
ᩋᩥ	17
᪆	17
ᨤ᩶ᩣ᩠	16
ᨯᩕᩪ	16
ᨯᩮᩥ᩠	16
ᨯ᩶ᩣ᩠	16
ᨲ᩶ᩬ᩠	16
ᨴᩤ	16
ᨵᩥ᩠	16
ᨶᩰ	16
ᨷᩥ᩠᩵	16
ᨸᩖᩬ	16
ᨸᩮᩥᩢ᩠	16
ᨹᩣ᩠	16
ᩁᩩ	16
ᩃᩩ᩵	16
ᩃᩴ᩵ᩬ	16
ᩅᩩ	16
ᩈᩪ᩵	16
ᩈᩱᩕ	16
ᩉᩖᩩ᩶	16
ᨠᩮᩢ᩶ᩣ	15
ᨣᩕᩪ	15
ᨣ᩶ᩤ	15
ᨤᩥ᩠	15
ᨧᩫ᩠᩵	15
ᨧ᩵ᩣ᩠	15
ᨩᩥ᩠᩶	15
ᨩᩦ᩶	15
ᨴᩥ	15
ᨴᩪ᩶	15
ᨶᩮᩣ᩵	15
ᨷᩮᩥᩬ	15
ᨸᩮᩥ᩵ᩬ᩠	15
ᨻᩡ	15
ᨻᩰᩬᩡ	15
ᨼᩪ	15
ᩃᩰ᩠	15
ᩌᩮ᩠	15
᪀	15
᪒	15
ᨠᩮ	14
ᨠᩯ᩠᩶	14
ᨠᩱ᩵	14
ᨠ᩵ᩣ	14
ᨡᩱ	14
ᨣᩕᩣ᩠	14
ᨧᩮᩥ᩵ᩬ	14
ᨩ᩶ᩣ	14
ᨲᩮᩥ᩠	14
ᨴᩫ᩠᩵	14
ᨴᩮᩢ᩶ᩤ	14
ᨶᩯ᩠᩵	14
ᨸᩢ᩠᩵	14
ᨺᩩ᩵	14
ᨻᩕᩪ	14
ᨾᩴ	14
ᨿᩪ᩶	14
ᩀ᩵ᩬ	14
ᩃᩪ᩵	14
ᩃᩬ᩻	14
ᩈ᩻ᩖᩩ	14
ᩉᩮᩖ᩶	14
ᩉᩯ	14
ᩉᩰ	14
ᩋᩱ᩵	14
ᨡᩮ	13
ᨣᩦ᩠	13
ᨧ᩵ᩬ	13
ᨩᩫ᩠᩵	13
ᨩᩬ	13
ᨩᩴᩬ	13
ᨪᩯ᩠	13
ᨲᩰ	13
ᨲᩰ᩶	13
ᨴ᩠᩵	13
ᨴᩫ	13
ᨶᩢ᩵᩻	13
ᨸᩯ᩠᩶	13
ᨸ᩶ᩣ᩠	13
ᩁ᩵ᩬ	13
ᩃᩦ᩠	13
ᩃᩨ	13
ᩃᩬ᩠	13
ᩈᩮᩥ᩵ᩬ	13
ᩋᩮᩢ᩠	13
ᩋᩰ᩠	13
ᨠᩰ᩠	12
ᨡ᩶ᩬ	12
ᨦᩢ᩶ᩣ	12
ᨦᩣᩴ	12
ᨦᩫ	12
ᨪ᩶ᩣ᩠	12
ᨯᩕᩥ᩠	12
ᨴᩨ	12
ᨴᩰ	12
ᨵᩱ	12
ᨷᩴᩬ᩵	12
ᨸᩕᩢ᩠	12
ᨾᩢ᩵	12
ᨿᩮᩥ᩠᩶	12
ᨿᩰᩫ᩠	12
ᩀᩰᩬᩡ	12
ᩁᩱ	12
ᩃᩯ᩵	12
ᩈᩥ᩠᩶	12
ᩈᩩ᩠᩵	12
ᩈᩮ	12
ᩉᩯᩖ᩵	12
ᩏ	12
ᨠᩰᩫ᩠	11
ᨡᩱ᩵	11
ᨣᩦ	11
ᨣᩮᩕ᩠᩵	11
ᨣᩮᩕᩥ᩵ᩬ	11
ᨤᩢ᩠᩵	11
ᨪᩩ	11
ᨯᩣᩴ	11
ᨲᩮᩥᩬ᩵	11
ᨶᩮ᩠᩶	11
ᨶᩯᩡ	11
ᨷ᩶ᩤ	11
ᨽᩫ	11
ᨿᩡ	11
ᨿᩥ᩵	11
ᩁ᩵ᩣ᩠	11
ᩃᩮᩢᩣ	11
ᩉᩖᩫ᩶	11
ᩉᩰᩬ᩠	11
ᩋᩪ	11
ᩋᩬ᩵	11
ᩌᩰ	11
ᨠᩥ᩠᩶	10
ᨠᩯ	10
ᨡᩱ᩶	10
ᨧᩪ᩵	10
ᨧᩯ᩠᩵	10
ᨯᩦ᩠	10
ᨯᩩ	10
ᨯᩮᩢ᩠	10
ᨲᩩ᩶	10
ᨲᩮ᩠᩶	10
ᨳᩫ᩠᩵	10
ᨷᩥ᩠	10
ᨷᩧ᩠	10
ᨷᩱ᩶	10
ᨺᩪ	10
