cluster	count
ฏิ	29
ณี	29
ด่	29
ต็	28
มู	28
ฆ	27
วี	27
ฆี่	26
ปั้	26
ฟั่	26
มุ	26
สึ	26
5	25
ลื่	25
0	24
ภู	24
ขุ	23
ท์	23
กื	22
จู๊	22
ยื่	22
ยุ่	22
ลิ้	22
ศี	22
ผื	21
หุ	21
6	20
งู	20
จู๋	20
มิ่	20
มื้	20
คิ	19
ชุ	19
ฐี	19
ตื	19
ตู้	19
ปู	19
ภั	19
รื	19
ลึ่	19
อิ่	19
กั้	18
กุ๋	18
ท่	18
ปู๊	18
ลุ่	18
ลุ้	18
8	17
จั้	17
จู	17
บิ่	16
ปิ็	16
วุ	16
สู่	16
อู	16
2	15
กิ้	15
จิ๊	15
จี๊	15
ตุ้	15
ปื่	15
ฟู	15
ลู่	15
9	14
ง้	14
จื่	14
ทั่	14
ปั่	14
ฝุ่	14
พู	14
ยู้	14
ลื้	14
อ็	14
ทึ	13
สื่	13
สิ้	12
สุ่	12
หี่	12
คั่	11
ซุ	11
ฑ์	11
ติ๊	11
มั้	11
4	10
7	10
จู่	10
ดุ	10
ด็	10
ถี่	10
บึ	10
ฝู	10
ลึ	10
สั้	10
กื๋	9
ดิ้	9
ดุ้	9
ฝิ็	9
ล๋	9
กิ็	8
จุ่	8
ธั	8
นิ้	8
ผู	8
ฝื	8
ลึ้	8
ศึ	8
อึ	8
อุ้	8
3	7
กี๊	7
ขื	7
งี	7
ฉี	7
ชี่	7
ท้	7
บื้	7
ย็	7
ฮุ่	7
จี้	6
ฎี	6
ตึ๊	6
ท็	6
นู	6
บ๋	6
ปุ้	6
ปุ๊	6
ผิ้	6
พ็	6
ฟื	6
ลิ่	6
ลี่	6
หุ้	6
อุ่	6
ฮั้	6
ขื่	5
คุ่	5
ปิ๋	5
ผุ	5
พิ่	5
พ้	5
ฟื้	5
มิ้	5
ยั่	5
รุ่	5
กั๊	4
ขู่	4
คู	4
ตั่	4
นื่	4
ปื	4
ปุ๋	4
ปู๋	4
ฟิ	4
รั้	4
ริ่	4
หี้	4
กี้	3
คู่	3
จื	3
ชู	3
ฒ	3
ดิ็	3
ติ้	3
ตุ๋	3
ตู	3
ธุ	3
ปึ๊	3
ฝื่	3
ฟุ่	3
มี้	3
วั่	3
ห็	3
อื้	3
จุ้	2
ซี่	2
ซ์	2
ญ์	2
ตื๊	2
ตุ่	2
ถิ่	2
ถิ้	2
ทุ่	2
ธุ์	2
ธู	2
บื	2
ป็	2
ผี้	2
ฟ๊	2
ภิ	2
ยั้	2
ยี่	2
ลั่	2
ลู้	2
ล์	2
วั๊	2
วี้	2
ศู	2
ฬ	2
ฮั่	2
ฮุ้	2
กิ๊	1
กุ่	1
ข๋	1
คิ้	1
คึ	1
คุ้	1
งี่	1
ง็	1
จั๋	1
ฉั	1
ชื่	1
ซึ	1
ซึ้	1
ซ็	1
ญู	1
ฏั	1
ดึ	1
ดึ้	1
ติ่	1
ตึ้	1
ถั่	1
ถื่	1
ถุ	1
ทั้	1
บั้	1
บุ่	1
บ็	1
ฝี	1
พี้	1
พุ่	1
พู่	1
มี่	1
มึ	1
มึ้	1
วึ	1
ว๋	1
ษิ	1
ษ์	1
สึ่	1
หื	1
หื่	1
ฮึ	1
ฮื่	1
ฮุ	1
